# youtube-digest 记忆卡组（草稿）
# 导入 Anki：文件 → 导入 → 字段分隔符 Tab → 允许 HTML 关闭 → 第三列映射为 Tags
# ⚠️ 这是机械生成的草稿，交付前必须人工过一遍：
#    删掉查表即可答的、合并语义重复的、把陈述句改成问句。
# 共 32 张（按优先级截断；另有 33 张候选未收录，--cap 0 可查看全部）
为什么不能这样说：忽略转述链条的长度	这是频道转述闭门会，不是官方公开研报，讲的时候带一句 信息来源说明	rDkMK20YHIk::纠错::推
AI硬件板块（KOSPI/存储/TMT）跌幅——数值是多少？	超20%　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
「超20%」在本篇指的是什么？	AI硬件板块（KOSPI/存储/TMT）跌幅　【推】	rDkMK20YHIk::数字反向::推
DRAM当前毛利率——数值是多少？	90%　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
「90%」在本篇指的是什么？	DRAM当前毛利率　【推】	rDkMK20YHIk::数字反向::推
DRAM价格二阶导数预计见顶时间——数值是多少？	9-10月　【测】（对外引用加「视频称」）	rDkMK20YHIk::数字::测
「9-10月」在本篇指的是什么？	DRAM价格二阶导数预计见顶时间　【测】	rDkMK20YHIk::数字反向::测
2026 Q1新增被叫停的数据中心项目——数值是多少？	1300亿美元　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
「1300亿美元」在本篇指的是什么？	2026 Q1新增被叫停的数据中心项目　【推】	rDkMK20YHIk::数字反向::推
2025年美国数据中心项目延期/取消——数值是多少？	1600亿美元　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
「1600亿美元」在本篇指的是什么？	2025年美国数据中心项目延期/取消　【推】	rDkMK20YHIk::数字反向::推
美国电力短缺预计显现——数值是多少？	2028年　【测】（对外引用加「视频称」）	rDkMK20YHIk::数字::测
「2028年」在本篇指的是什么？	美国电力短缺预计显现　【测】	rDkMK20YHIk::数字反向::测
美国战略原油储备（43年最低）——数值是多少？	3.2亿桶　【实】	rDkMK20YHIk::数字::实
「3.2亿桶」在本篇指的是什么？	美国战略原油储备（43年最低）　【实】	rDkMK20YHIk::数字反向::实
中国原油进口5个月降幅（桶/日）——数值是多少？	1300万→700万　【实】	rDkMK20YHIk::数字::实
「1300万→700万」在本篇指的是什么？	中国原油进口5个月降幅（桶/日）　【实】	rDkMK20YHIk::数字反向::实
西欧6-7月气温高于历史均值——数值是多少？	+3°C　【实】	rDkMK20YHIk::数字::实
「+3°C」在本篇指的是什么？	西欧6-7月气温高于历史均值　【实】	rDkMK20YHIk::数字反向::实
2026下半年港股IPO解禁规模——数值是多少？	1140亿美元　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
「1140亿美元」在本篇指的是什么？	2026下半年港股IPO解禁规模　【推】	rDkMK20YHIk::数字反向::推
IT/原材料板块解禁占流通市值——数值是多少？	30%　【推】（对外引用加「视频称」）	rDkMK20YHIk::数字::推
