# youtube-digest 记忆卡组（草稿）
# 导入 Anki：文件 → 导入 → 字段分隔符 Tab → 允许 HTML 关闭 → 第三列映射为 Tags
# ⚠️ 这是机械生成的草稿，交付前必须人工过一遍：
#    删掉查表即可答的、合并语义重复的、把陈述句改成问句。
# 共 32 张（按优先级截断；另有 17 张候选未收录，--cap 0 可查看全部）
为什么不能这样说：把"中国抹平美国领先"当既成事实说死	这是视频转述的市场观点，引用带"据市场观点"。	NEHcGq80GQ0::纠错::推
Kimi K3 权重参数量——数值是多少？	2.8 万亿个浮点数　【实】	NEHcGq80GQ0::数字::实
「2.8 万亿个浮点数」在本篇指的是什么？	Kimi K3 权重参数量　【实】	NEHcGq80GQ0::数字反向::实
模型训练到发布的流程拆解——数值是多少？	7 个环节　【实】	NEHcGq80GQ0::数字::实
「7 个环节」在本篇指的是什么？	模型训练到发布的流程拆解　【实】	NEHcGq80GQ0::数字反向::实
K3 门槛①：超限需展示——数值是多少？	月活 1 亿 / 月收入　【实】	NEHcGq80GQ0::数字::实
「月活 1 亿 / 月收入」在本篇指的是什么？	K3 门槛①：超限需展示　【实】	NEHcGq80GQ0::数字反向::实
K3 门槛②：MaaS 托管生意——数值是多少？	连续 12 个月总收入　【实】	NEHcGq80GQ0::数字::实
「连续 12 个月总收入」在本篇指的是什么？	K3 门槛②：MaaS 托管生意　【实】	NEHcGq80GQ0::数字反向::实
Llama 需额外授权的门槛——数值是多少？	月活 7 亿　【实】	NEHcGq80GQ0::数字::实
「月活 7 亿」在本篇指的是什么？	Llama 需额外授权的门槛　【实】	NEHcGq80GQ0::数字反向::实
月之暗面年化经常性收入 ARR——数值是多少？	3 亿美元　【实】	NEHcGq80GQ0::数字::实
「3 亿美元」在本篇指的是什么？	月之暗面年化经常性收入 ARR　【实】	NEHcGq80GQ0::数字反向::实
Meta 新模型 Muse Glimmer——数值是多少？	300 亿参数　【实】	NEHcGq80GQ0::数字::实
「300 亿参数」在本篇指的是什么？	Meta 新模型 Muse Glimmer　【实】	NEHcGq80GQ0::数字反向::实
云消费/私有化定制/后训练平台——数值是多少？	3 种收入模式　【推】（对外引用加「视频称」）	NEHcGq80GQ0::数字::推
「3 种收入模式」在本篇指的是什么？	云消费/私有化定制/后训练平台　【推】	NEHcGq80GQ0::数字反向::推
智谱开始使用 MIT License——数值是多少？	2025 年 GLM-4-0414　【实】	NEHcGq80GQ0::数字::实
「2025 年 GLM-4-0414」在本篇指的是什么？	智谱开始使用 MIT License　【实】	NEHcGq80GQ0::数字反向::实
开放权重 Open Weight——一句话解释？	公开训练后的权重+推理代码，可用可微调。重要在于：当下"开源模型"的真实形态	NEHcGq80GQ0::概念::推
完全开源 Open Source——一句话解释？	数据、代码、存档、报告全公开。重要在于：行业真开源的参照系（OLMo）	NEHcGq80GQ0::概念::推
模型权重——一句话解释？	训练调完的参数集合，一个巨大数字文件。重要在于：模型最核心的成果与交付物	NEHcGq80GQ0::概念::推
